feature_type,feature_id,feature_name,index,genome,num_barcodes,num_reads,num_umis,dup_frac,num_barcodes_cells,num_reads_cells,num_umis_cells,dup_frac_cells
Gene Expression,ENSG00000241326,AL603962.1,244,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000162444,RBP7,245,GRCh38,1804,15930,3394,0.7869428750784683,1742,15658,3325,0.7876484863967301
Gene Expression,ENSG00000130939,UBE4B,246,GRCh38,548,2530,574,0.7731225296442688,527,2457,553,0.774928774928775
Gene Expression,ENSG00000054523,KIF1B,247,GRCh38,687,2179,778,0.6429554841670491,672,2142,763,0.6437908496732025
Gene Expression,ENSG00000284735,AL139424.3,248,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000284642,AL139424.2,249,GRCh38,4,18,4,0.7777777777777778,4,18,4,0.7777777777777778
Gene Expression,ENSG00000142657,PGD,250,GRCh38,2713,22676,5407,0.7615540659728347,2574,22197,5257,0.7631661936297698
Gene Expression,ENSG00000271989,AL139424.1,251,GRCh38,3,20,3,0.85,3,20,3,0.85
Gene Expression,ENSG00000175279,CENPS,252,GRCh38,83,392,83,0.7882653061224489,78,376,78,0.7925531914893618
Gene Expression,ENSG00000241563,CORT,253,GRCh38,3,5,3,0.4,2,4,2,0.5
Gene Expression,ENSG00000160049,DFFA,254,GRCh38,284,1366,301,0.7796486090775988,274,1354,291,0.7850812407680945
Gene Expression,ENSG00000203469,AL354956.1,255,GRCh38,1,2,1,0.5,1,2,1,0.5
Gene Expression,ENSG00000142655,PEX14,256,GRCh38,190,691,191,0.723589001447178,185,670,186,0.7223880597014926
Gene Expression,ENSG00000287727,AL139423.2,257,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000130940,CASZ1,258,GRCh38,242,996,254,0.7449799196787148,230,961,242,0.7481789802289283
Gene Expression,ENSG00000272078,AL139423.1,259,GRCh38,10,28,10,0.6428571428571428,8,26,8,0.6923076923076923
Gene Expression,ENSG00000175262,C1orf127,260,GRCh38,8,40,8,0.8,7,39,7,0.8205128205128205
Gene Expression,ENSG00000120948,TARDBP,261,GRCh38,1474,6655,1664,0.7499624342599549,1429,6513,1619,0.7514202364501765
Gene Expression,ENSG00000009724,MASP2,262,GRCh38,2,3,2,0.33333333333333337,2,3,2,0.33333333333333337
Gene Expression,ENSG00000271895,AL109811.2,263,GRCh38,37,112,37,0.6696428571428572,36,111,36,0.6756756756756757
Gene Expression,ENSG00000116649,SRM,264,GRCh38,608,2172,654,0.6988950276243093,596,2140,642,0.7
Gene Expression,ENSG00000171824,EXOSC10,265,GRCh38,599,2271,630,0.7225891677675034,568,2157,599,0.7222994900324524
Gene Expression,ENSG00000226849,AL109811.1,266,GRCh38,3,5,3,0.4,3,5,3,0.4
Gene Expression,ENSG00000230337,EXOSC10-AS1,267,GRCh38,7,12,7,0.41666666666666663,5,10,5,0.5
Gene Expression,ENSG00000198793,MTOR,268,GRCh38,418,2233,436,0.8047469771607703,402,2164,420,0.8059149722735675
Gene Expression,ENSG00000225602,MTOR-AS1,269,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000171819,ANGPTL7,270,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000120942,UBIAD1,271,GRCh38,525,2762,543,0.8034033309196235,508,2705,526,0.8055452865064695
Gene Expression,ENSG00000284646,AL031291.1,272,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000204624,DISP3,273,GRCh38,2,2,2,0.0,1,1,1,0.0
Gene Expression,ENSG00000285833,AL590989.1,274,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000235643,LINC01647,275,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000284708,AL031731.1,276,GRCh38,1,2,1,0.5,1,2,1,0.5
Gene Expression,ENSG00000116661,FBXO2,277,GRCh38,14,49,14,0.7142857142857143,14,49,14,0.7142857142857143
Gene Expression,ENSG00000132879,FBXO44,278,GRCh38,381,1490,392,0.7369127516778524,357,1406,368,0.7382645803698435
Gene Expression,ENSG00000116663,FBXO6,279,GRCh38,395,1485,419,0.7178451178451178,387,1458,411,0.7181069958847737
Gene Expression,ENSG00000116670,MAD2L2,280,GRCh38,1523,8916,1789,0.7993494840735755,1465,8704,1731,0.8011259191176471
Gene Expression,ENSG00000162490,DRAXIN,281,GRCh38,24,121,24,0.8016528925619835,22,117,22,0.811965811965812
Gene Expression,ENSG00000177674,AGTRAP,282,GRCh38,2668,24184,4799,0.8015630168706582,2540,23685,4666,0.8029976778551826
Gene Expression,ENSG00000215910,C1orf167,283,GRCh38,4,16,4,0.75,3,9,3,0.6666666666666667
Gene Expression,ENSG00000177553,AL953897.1,284,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000177000,MTHFR,285,GRCh38,690,3324,823,0.7524067388688327,678,3289,811,0.7534204925509274
Gene Expression,ENSG00000011021,CLCN6,286,GRCh38,349,1267,368,0.7095501183898973,337,1232,356,0.711038961038961
Gene Expression,ENSG00000175206,NPPA,287,GRCh38,1,6,1,0.8333333333333334,1,6,1,0.8333333333333334
Gene Expression,ENSG00000120937,NPPB,288,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000285646,AL021155.5,289,GRCh38,503,2367,609,0.7427122940430926,468,2234,570,0.7448522829006267
Gene Expression,ENSG00000116685,KIAA2013,290,GRCh38,261,1296,273,0.7893518518518519,253,1255,265,0.7888446215139442
Gene Expression,ENSG00000083444,PLOD1,291,GRCh38,284,1303,303,0.7674597083653109,278,1286,297,0.7690513219284604
Gene Expression,ENSG00000287384,AL096840.2,292,GRCh38,2,5,2,0.6,2,5,2,0.6
Gene Expression,ENSG00000116688,MFN2,293,GRCh38,453,1937,480,0.752194114610222,439,1878,466,0.751863684771033
Gene Expression,ENSG00000116691,MIIP,294,GRCh38,981,4867,1087,0.7766591329361002,951,4759,1057,0.7778945156545493
Gene Expression,ENSG00000120949,TNFRSF8,295,GRCh38,47,182,47,0.7417582417582418,46,181,46,0.7458563535911602
Gene Expression,ENSG00000285604,AL357835.1,296,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000028137,TNFRSF1B,297,GRCh38,3020,28362,6524,0.7699739087511459,2855,27840,6353,0.7718031609195403
Gene Expression,ENSG00000048707,VPS13D,298,GRCh38,669,2796,703,0.7485693848354793,637,2669,671,0.7485949793930311
Gene Expression,ENSG00000229484,LINC02766,299,GRCh38,2,2,2,0.0,2,2,2,0.0
Gene Expression,ENSG00000162496,DHRS3,300,GRCh38,1016,4526,1141,0.747901016349978,985,4422,1110,0.7489823609226594
Gene Expression,ENSG00000272482,AC254633.1,301,GRCh38,34,50,34,0.31999999999999995,33,48,33,0.3125
Gene Expression,ENSG00000204518,AADACL4,302,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000188984,AADACL3,303,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000157330,C1orf158,304,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000116726,PRAMEF12,305,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000116721,PRAMEF1,306,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000228338,LINC01784,307,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000239810,PRAMEF11,308,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000179172,HNRNPCL1,309,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000120952,PRAMEF2,310,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000243073,PRAMEF4,311,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000187545,PRAMEF10,312,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000204510,PRAMEF7,313,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000232423,PRAMEF6,314,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000274764,PRAMEF27,315,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000277058,HNRNPCL3,316,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000229571,PRAMEF25,317,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000275774,HNRNPCL2,318,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000233336,AC245056.1,319,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000280267,PRAMEF26,320,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000179412,HNRNPCL4,321,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000204505,PRAMEF9,322,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000279169,PRAMEF13,323,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000279804,PRAMEF18,324,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000270601,PRAMEF5,325,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000182330,PRAMEF8,326,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000237700,PRAMEF33,327,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000204501,PRAMEF15,328,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000228229,AC243961.1,329,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000204481,PRAMEF14,330,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000204480,PRAMEF19,331,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000204479,PRAMEF17,332,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000204478,PRAMEF20,333,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000162494,LRRC38,334,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000259961,AL354712.1,335,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000162493,PDPN,336,GRCh38,10,12,11,0.08333333333333337,0,0,0,0.0
Gene Expression,ENSG00000237445,AL359771.1,337,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000116731,PRDM2,338,GRCh38,1528,6277,1759,0.7197705910466783,1463,6068,1691,0.7213249835201054
Gene Expression,ENSG00000189337,KAZN,339,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000231606,AL357873.1,340,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000234593,KAZN-AS1,341,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000287756,AL031293.1,342,GRCh38,1,2,1,0.5,1,2,1,0.5
Gene Expression,ENSG00000175147,TMEM51-AS1,343,GRCh38,4,22,5,0.7727272727272727,4,22,5,0.7727272727272727
Gene Expression,ENSG00000171729,TMEM51,344,GRCh38,44,197,46,0.766497461928934,44,197,46,0.766497461928934
Gene Expression,ENSG00000204464,C1orf195,345,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000142621,FHAD1,346,GRCh38,15,58,15,0.7413793103448276,15,58,15,0.7413793103448276
Gene Expression,ENSG00000233485,AL031283.2,347,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000236045,AL031283.3,348,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000228140,AL031283.1,349,GRCh38,23,49,23,0.5306122448979591,22,48,22,0.5416666666666667
Gene Expression,ENSG00000142634,EFHD2,350,GRCh38,2370,16976,3667,0.7839891611687088,2290,16735,3584,0.7858380639378548
Gene Expression,ENSG00000162438,CTRC,351,GRCh38,11,35,11,0.6857142857142857,11,35,11,0.6857142857142857
Gene Expression,ENSG00000142615,CELA2A,352,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000215704,CELA2B,353,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000132906,CASP9,354,GRCh38,709,3458,843,0.7562174667437825,691,3405,825,0.7577092511013216
Gene Expression,ENSG00000116138,DNAJC16,355,GRCh38,92,348,93,0.7327586206896552,86,336,87,0.7410714285714286
Gene Expression,ENSG00000272510,AL121992.3,356,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000116771,AGMAT,357,GRCh38,47,226,48,0.7876106194690266,46,222,47,0.7882882882882882
Gene Expression,ENSG00000237301,AL121992.1,358,GRCh38,3,14,3,0.7857142857142857,2,13,2,0.8461538461538461
Gene Expression,ENSG00000197312,DDI2,359,GRCh38,407,1727,439,0.7458019687319051,390,1650,422,0.7442424242424243
Gene Expression,ENSG00000215695,RSC1A1,360,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000271742,AL121992.2,361,GRCh38,3,6,3,0.5,3,6,3,0.5
Gene Expression,ENSG00000116786,PLEKHM2,362,GRCh38,1014,4925,1219,0.75248730964467,983,4845,1187,0.7550051599587203
Gene Expression,ENSG00000237938,AL450998.3,363,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000162461,SLC25A34,364,GRCh38,30,108,30,0.7222222222222222,30,108,30,0.7222222222222222
Gene Expression,ENSG00000224459,SLC25A34-AS1,365,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000162460,TMEM82,366,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000162458,FBLIM1,367,GRCh38,3,4,3,0.25,2,3,2,0.33333333333333337
Gene Expression,ENSG00000233954,UQCRHL,368,GRCh38,366,665,376,0.4345864661654135,352,650,362,0.44307692307692303
Gene Expression,ENSG00000179743,AL450998.2,369,GRCh38,821,3737,877,0.7653197752207653,778,3593,833,0.768160311717228
Gene Expression,ENSG00000065526,SPEN,370,GRCh38,1628,7406,1932,0.7391304347826086,1566,7149,1865,0.7391243530563716
Gene Expression,ENSG00000116809,ZBTB17,371,GRCh38,458,1697,476,0.7195050088391279,431,1624,449,0.7235221674876847
Gene Expression,ENSG00000183888,SRARP,372,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000233078,AL355994.3,373,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000173641,HSPB7,374,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000186510,CLCNKA,375,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000184908,CLCNKB,376,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000185519,FAM131C,377,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000142627,EPHA2,378,GRCh38,13,63,13,0.7936507936507937,13,63,13,0.7936507936507937
Gene Expression,ENSG00000227959,AL451042.2,379,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000224621,AL451042.1,380,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000234166,ARHGEF19-AS1,381,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000142632,ARHGEF19,382,GRCh38,49,208,49,0.7644230769230769,48,204,48,0.7647058823529411
Gene Expression,ENSG00000288398,AL109627.1,383,GRCh38,16,52,16,0.6923076923076923,15,48,15,0.6875
Gene Expression,ENSG00000132881,CPLANE2,384,GRCh38,15,69,15,0.782608695652174,14,68,14,0.7941176470588236
Gene Expression,ENSG00000037637,FBXO42,385,GRCh38,736,3143,775,0.7534202990773147,699,3036,738,0.7569169960474308
Gene Expression,ENSG00000055070,SZRD1,386,GRCh38,2478,12190,3018,0.7524200164068909,2402,11947,2942,0.7537457102201389
Gene Expression,ENSG00000187144,SPATA21,387,GRCh38,13,57,13,0.7719298245614035,7,15,7,0.5333333333333333
Gene Expression,ENSG00000157191,NECAP2,388,GRCh38,2042,10383,2412,0.7676971973418087,1965,10080,2334,0.7684523809523809
Gene Expression,ENSG00000226029,LINC01772,389,GRCh38,12,37,12,0.6756756756756757,11,31,11,0.6451612903225806
Gene Expression,ENSG00000261135,AL137802.2,390,GRCh38,15,42,15,0.6428571428571428,14,41,14,0.6585365853658536
Gene Expression,ENSG00000224174,AL137802.1,391,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000233421,LINC01783,392,GRCh38,2,10,3,0.7,2,10,3,0.7
Gene Expression,ENSG00000219481,NBPF1,393,GRCh38,60,245,60,0.7551020408163265,59,233,59,0.7467811158798283
Gene Expression,ENSG00000271732,AL137798.1,394,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000282143,AL137798.2,395,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000279151,AL021920.1,396,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000282740,AL021920.3,397,GRCh38,1,2,1,0.5,1,2,1,0.5
Gene Expression,ENSG00000058453,CROCC,398,GRCh38,180,711,184,0.7412095639943741,174,686,178,0.7405247813411079
Gene Expression,ENSG00000223643,BX284668.1,399,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000228549,BX284668.2,400,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000238142,BX284668.5,401,GRCh38,203,573,212,0.6300174520069808,201,557,210,0.622980251346499
Gene Expression,ENSG00000272426,BX284668.6,402,GRCh38,81,333,82,0.7537537537537538,78,324,79,0.7561728395061729
Gene Expression,ENSG00000117122,MFAP2,403,GRCh38,3,3,3,0.0,1,1,1,0.0
Gene Expression,ENSG00000286898,AL049569.2,404,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000226526,AL049569.1,405,GRCh38,2,4,2,0.5,1,3,1,0.6666666666666667
Gene Expression,ENSG00000159363,ATP13A2,406,GRCh38,265,1125,279,0.752,255,1087,269,0.7525298988040479
Gene Expression,ENSG00000117118,SDHB,407,GRCh38,2333,13443,2876,0.7860596593022391,2250,13162,2792,0.7878741832548245
Gene Expression,ENSG00000117115,PADI2,408,GRCh38,230,1026,249,0.7573099415204678,223,1019,242,0.7625122669283612
Gene Expression,ENSG00000204362,LINC02783,409,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000282843,AL590644.1,410,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000142623,PADI1,411,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000142619,PADI3,412,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000159339,PADI4,413,GRCh38,446,2049,502,0.7550024402147388,432,1996,487,0.7560120240480962
Gene Expression,ENSG00000276747,PADI6,414,GRCh38,9,21,9,0.5714285714285714,9,21,9,0.5714285714285714
Gene Expression,ENSG00000227751,RCC2-AS1,415,GRCh38,1,3,1,0.6666666666666667,0,0,0,0.0
Gene Expression,ENSG00000179051,RCC2,416,GRCh38,677,3064,762,0.7513054830287207,656,3009,741,0.7537387836490528
Gene Expression,ENSG00000074964,ARHGEF10L,417,GRCh38,117,500,121,0.758,115,498,119,0.7610441767068273
Gene Expression,ENSG00000236648,LINC02810,418,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000117148,ACTL8,419,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000284653,AL357509.1,420,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000261781,LINC01654,421,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000117154,IGSF21,422,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000230035,IGSF21-AS1,423,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000225387,AL591896.1,424,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000179023,KLHDC7A,425,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000009709,PAX7,426,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000179002,TAS1R2,427,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000159423,ALDH4A1,428,GRCh38,136,577,141,0.7556325823223571,130,569,135,0.7627416520210897
Gene Expression,ENSG00000169991,IFFO2,429,GRCh38,388,1577,420,0.7336715282181356,364,1492,396,0.7345844504021448
Gene Expression,ENSG00000272084,AL137127.1,430,GRCh38,7,23,7,0.6956521739130435,7,23,7,0.6956521739130435
Gene Expression,ENSG00000127481,UBR4,431,GRCh38,1792,9589,2326,0.7574303889873814,1729,9321,2260,0.7575367449844437
Gene Expression,ENSG00000230424,EMC1-AS1,432,GRCh38,50,218,50,0.7706422018348624,49,215,49,0.772093023255814
Gene Expression,ENSG00000127463,EMC1,433,GRCh38,197,725,202,0.7213793103448276,187,688,192,0.7209302325581395
Gene Expression,ENSG00000053372,MRTO4,434,GRCh38,314,1143,322,0.7182852143482065,303,1121,311,0.7225691347011597
Gene Expression,ENSG00000162482,AKR7A3,435,GRCh38,2,3,2,0.33333333333333337,2,3,2,0.33333333333333337
Gene Expression,ENSG00000053371,AKR7A2,436,GRCh38,822,4742,896,0.8110501897933362,793,4658,867,0.8138686131386861
Gene Expression,ENSG00000040487,SLC66A1,437,GRCh38,85,445,85,0.8089887640449438,82,423,82,0.8061465721040189
Gene Expression,ENSG00000077549,CAPZB,438,GRCh38,4456,34499,7759,0.7750949302878345,4230,33794,7529,0.7772089720068651
Gene Expression,ENSG00000173436,MICOS10,439,GRCh38,2378,11650,3161,0.7286695278969957,2282,11434,3065,0.7319398285814238
Gene Expression,ENSG00000235185,AL031727.2,440,GRCh38,3,4,3,0.25,2,3,2,0.33333333333333337
Gene Expression,ENSG00000158747,NBL1,441,GRCh38,154,693,163,0.7647907647907648,150,687,159,0.7685589519650655
Gene Expression,ENSG00000158748,HTR6,442,GRCh38,30,124,31,0.75,29,123,30,0.7560975609756098
Gene Expression,ENSG00000162542,TMCO4,443,GRCh38,111,457,113,0.7527352297592997,107,444,109,0.7545045045045045
Gene Expression,ENSG00000178828,RNF186,444,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000235434,AL391883.1,445,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000169914,OTUD3,446,GRCh38,214,969,218,0.7750257997936016,207,948,211,0.7774261603375527
Gene Expression,ENSG00000188784,PLA2G2E,447,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000188257,PLA2G2A,448,GRCh38,39,44,42,0.045454545454545414,0,0,0,0.0
Gene Expression,ENSG00000127472,PLA2G5,449,GRCh38,4,4,4,0.0,0,0,0,0.0
Gene Expression,ENSG00000117215,PLA2G2D,450,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000158786,PLA2G2F,451,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000227066,Z98257.1,452,GRCh38,6,21,7,0.6666666666666667,6,21,7,0.6666666666666667
Gene Expression,ENSG00000187980,PLA2G2C,453,GRCh38,12,29,12,0.5862068965517242,12,29,12,0.5862068965517242
Gene Expression,ENSG00000225986,UBXN10-AS1,454,GRCh38,68,313,71,0.7731629392971247,67,312,70,0.7756410256410257
Gene Expression,ENSG00000162543,UBXN10,455,GRCh38,10,41,10,0.7560975609756098,10,41,10,0.7560975609756098
Gene Expression,ENSG00000228105,LINC01757,456,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000284710,Z98257.2,457,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000158816,VWA5B1,458,GRCh38,1,4,1,0.75,1,4,1,0.75
Gene Expression,ENSG00000226664,AL020998.1,459,GRCh38,1,1,1,0.0,1,1,1,0.0
Gene Expression,ENSG00000236963,LINC01141,460,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000226487,AL139254.1,461,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000284641,AL139254.2,462,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000284743,AL139254.3,463,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000162545,CAMK2N1,464,GRCh38,18,68,20,0.7058823529411764,14,64,16,0.75
Gene Expression,ENSG00000090432,MUL1,465,GRCh38,666,2820,690,0.7553191489361702,644,2778,668,0.7595392368610512
Gene Expression,ENSG00000183114,FAM43B,466,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000158825,CDA,467,GRCh38,2084,17547,4046,0.769419273949963,2002,17295,3964,0.7708008094825094
Gene Expression,ENSG00000158828,PINK1,468,GRCh38,198,836,203,0.757177033492823,191,811,196,0.7583230579531443
Gene Expression,ENSG00000117242,PINK1-AS,469,GRCh38,15,55,15,0.7272727272727273,14,54,14,0.7407407407407407
Gene Expression,ENSG00000244038,DDOST,470,GRCh38,2342,13198,2941,0.7771632065464464,2258,12918,2857,0.7788357330856169
Gene Expression,ENSG00000117245,KIF17,471,GRCh38,1,5,1,0.8,1,5,1,0.8
Gene Expression,ENSG00000189410,SH2D5,472,GRCh38,1,10,1,0.9,1,10,1,0.9
Gene Expression,ENSG00000233069,AL663074.1,473,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000127483,HP1BP3,474,GRCh38,2819,15025,3635,0.7580698835274542,2707,14695,3519,0.7605307927866621
Gene Expression,ENSG00000075151,EIF4G3,475,GRCh38,386,1458,406,0.7215363511659808,363,1396,382,0.7263610315186246
Gene Expression,ENSG00000287192,AL031005.2,476,GRCh38,3,15,3,0.8,3,15,3,0.8
Gene Expression,ENSG00000117298,ECE1,477,GRCh38,1078,5666,1271,0.7756794917049065,1029,5473,1222,0.7767220902612827
Gene Expression,ENSG00000236936,AL031005.1,478,GRCh38,2,4,2,0.5,1,3,1,0.6666666666666667
Gene Expression,ENSG00000231105,AL031728.1,479,GRCh38,24,77,24,0.6883116883116883,23,73,23,0.6849315068493151
Gene Expression,ENSG00000236009,AL592309.2,480,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000142794,NBPF3,481,GRCh38,50,190,50,0.736842105263158,48,175,48,0.7257142857142858
Gene Expression,ENSG00000162551,ALPL,482,GRCh38,18,95,25,0.736842105263158,17,94,24,0.7446808510638299
Gene Expression,ENSG00000233431,LINC02596,483,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000076864,RAP1GAP,484,GRCh38,1,1,1,0.0,0,0,0,0.0
Gene Expression,ENSG00000090686,USP48,485,GRCh38,836,4172,902,0.7837967401725792,793,4049,859,0.7878488515682884
Gene Expression,ENSG00000187942,LDLRAD2,486,GRCh38,7,23,7,0.6956521739130435,7,23,7,0.6956521739130435
Gene Expression,ENSG00000142798,HSPG2,487,GRCh38,17,87,17,0.8045977011494253,17,87,17,0.8045977011494253
Gene Expression,ENSG00000219073,CELA3B,488,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000142789,CELA3A,489,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000228397,LINC01635,490,GRCh38,25,114,25,0.7807017543859649,24,103,24,0.7669902912621359
